cid,id,SF,S,F,T,tS,DD,decay,maxcorr,nearest,need_S,need_who,margin,verdict,expr
w100_c,wpYkX9Rx,5.47,3.08,2.39,0.2163,3.39,0.0276,1,0.8964,e79PvPpE,3.795,0mR2K6lr,-0.715,NO,"trade_when(ts_std_dev(returns, 20) > ts_std_dev(returns, 60), group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w110_c,E5vnGJjK,4.24,2.76,1.48,0.3797,2.93,0.0319,2,0.8968,npKGgKLw,3.575,j23Pl0e5,-0.815,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
p5_np_ind,gJQjvq2J,4.52,2.45,2.07,0.1318,2.15,0.0346,8,0.899,9qVrJkYe,3.102,O0rZ90n1,-0.652,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w32_d,0mRjO9dv,5.05,2.86,2.19,0.2104,2.15,0.0391,8,0.8993,O0rZ90n1,3.102,O0rZ90n1,-0.242,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_newqv1300_cimiiq/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w85_g,npKXNnRM,4.14,2.58,1.56,0.3277,2.31,0.0416,2,0.8996,e79PvPpE,3.795,0mR2K6lr,-1.215,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
d3_d0_grev_xr_vol,3q9lO6rO,4.47,2.34,2.13,0.0821,1.52,0.0321,40,0.9001,XgWnklXa,3.102,O0rZ90n1,-0.762,NO,"group_rank(-ts_delta(close, 2), subindustry) + group_rank(fnd6_xrent/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w85_e,om6kN2Ym,4.05,2.23,1.82,0.1652,1.55,0.0488,4,0.9001,6Xr2eQaJ,3.795,0mR2K6lr,-1.565,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + 0.4*group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + 0.4*group_rank(-ts_delta(close, 10), subindustry) + 0.4*rank(volume/ts_mean(volume, 120))"
r1_p5_d6,E5vlYzQL,4.44,2.49,1.95,0.158,2.35,0.0347,6,0.9004,9qVrJkYe,3.102,O0rZ90n1,-0.612,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
l03_k02_cash,npK7xbrq,4.38,2.39,1.99,0.1271,2.0,0.0342,8,0.9011,9qVrJkYe,3.102,O0rZ90n1,-0.712,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w82_a,YP59AEKW,4.11,2.36,1.75,0.2147,1.25,0.0436,4,0.9011,E5vx6NJP,2.695,E5vx6NJP,-0.335,NO,"quantile(group_rank(anl4_fs_detail_estimate_1qf_v4_nd_rd_exp_high/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_netdebt_high/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), driver=gaussian)"
w58_a,E5vNVa2L,4.61,2.95,1.66,0.5208,3.88,0.0527,2,0.9024,mLgd6nwX,3.575,j23Pl0e5,-0.625,NO,"group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
s1_np06,XgW7aK6m,4.04,2.24,1.8,0.1178,1.94,0.0349,6,0.9049,9qVrJkYe,2.519,9qVrJkYe,-0.279,NO,"0.6 * rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(operating_expense/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry)"
w56_a,YP58Mr5l,5.33,2.68,2.65,0.1459,1.61,0.0274,14,0.9063,RRV5l5Go,3.487,mLgd6nwX,-0.807,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w121_c,58QXZ7eX,4.64,2.74,1.9,0.2182,2.46,0.0244,4,0.9069,akLmmvPW,2.761,kqVp6wnO,-0.021,NO,"group_rank(fnd6_tstkc/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(sales/assets), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(sales/assets), range=""0.1, 1, 0.1""))"
w37_j,YP5l8n7A,4.45,2.31,2.14,0.1216,2.55,0.0343,20,0.9071,9qVEA1ZV,2.706,9qVEA1ZV,-0.396,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_newqv1300_lol2q/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w53_h,om6R6zo6,5.77,3.04,2.73,0.1975,2.72,0.0345,8,0.9082,mLgd6nwX,3.487,mLgd6nwX,-0.447,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w110_b,58QKkXKo,4.5,2.66,1.84,0.2385,2.34,0.029,4,0.9086,npKGgKLw,3.795,0mR2K6lr,-1.135,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
n03_xopr_int,le8jqgo8,4.37,2.39,1.98,0.1237,2.23,0.0417,8,0.9086,0mRwgR6k,3.102,O0rZ90n1,-0.712,NO,"rank(-ts_delta(close, 2)) * rank(volume/ts_mean(volume, 60)) + group_rank(fnd6_xopr/assets, subindustry)"
w38_g,3q9GkrAO,4.74,2.49,2.25,0.0766,2.16,0.0411,40,0.909,LL98E87L,3.102,O0rZ90n1,-0.612,NO,"group_rank(fnd6_newqv1300_ivstq/assets, subindustry) + group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_g,MP1VdqRk,4.18,2.4,1.78,0.1964,1.71,0.0366,4,0.9092,E5vx6NJP,3.443,e79PvPpE,-1.043,NO,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 75), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w110_a,E5vne9bR,4.17,2.54,1.63,0.2402,2.11,0.0293,4,0.9106,npKGgKLw,3.575,j23Pl0e5,-1.035,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_std_dev(returns, 20)), range=""0.1, 1, 0.1""))"
w116_m,j23kkkKj,4.66,2.64,2.02,0.1952,2.1,0.0266,4,0.9111,akLp3pzW,3.795,0mR2K6lr,-1.155,NO,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w60_e,LL9EMQv6,5.0,3.12,1.88,0.4691,3.4,0.0456,2,0.9117,mLgd6nwX,3.575,j23Pl0e5,-0.455,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w32_j,XgWRG68l,4.91,2.85,2.06,0.2634,2.09,0.0441,4,0.9119,O0rZ90n1,3.102,O0rZ90n1,-0.252,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(fnd6_xopr/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w80_h,gJQ0k0V0,4.17,2.41,1.76,0.2192,1.7,0.0335,4,0.9127,E5vx6NJP,3.795,0mR2K6lr,-1.385,NO,"group_rank((anl4_fs_detail_estimate_1qf_v4_nd_sga_high - anl4_fs_detail_estimate_1qf_v4_nd_sga_low) / abs(anl4_fs_detail_estimate_1qf_v4_nd_sga_mean), subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w119_l,npKj9Orw,4.75,2.68,2.07,0.2058,2.4,0.0351,4,0.9147,kqVp6wnO,3.795,0mR2K6lr,-1.115,NO,"group_rank(fnd6_newq_xoptepsqp/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_tstkc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w34_l,E5vVAoJK,4.68,2.61,2.07,0.2106,2.61,0.044,8,0.9164,O0rZ90n1,3.102,O0rZ90n1,-0.492,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w109_a,P0ZL37rq,4.31,2.77,1.54,0.3768,2.83,0.0275,2,0.917,npKGgKLw,3.575,j23Pl0e5,-0.805,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.1, 1, 0.1""))"
w64_g,xAY2ww1n,4.9,3.15,1.75,0.4233,3.68,0.0331,2,0.9171,j23Pl0e5,3.795,0mR2K6lr,-0.645,NO,"group_rank(-anl4_fs_detail_estimate_1qf_v4_nd_netdebt_mean/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w78_c,YP5YllvM,4.52,2.59,1.93,0.2051,2.1,0.0282,4,0.918,E5vx6NJP,3.795,0mR2K6lr,-1.205,NO,"group_rank(anl4_fs_detail_estimates_advanced_af_nd_capex_std/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_cfi_low/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 8), subindustry) + rank(volume/ts_mean(volume, 150))"
w83_b,A102woAW,4.27,2.47,1.8,0.217,1.94,0.0413,4,0.9185,6Xr2eQaJ,3.795,0mR2K6lr,-1.325,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w83_e,blRKqE26,4.41,2.54,1.87,0.2398,1.89,0.0471,4,0.9195,e79PvPpE,3.795,0mR2K6lr,-1.255,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w32_a,1Yxjkb0K,5.12,2.72,2.4,0.1637,1.56,0.0414,8,0.9208,O0rZ90n1,3.102,O0rZ90n1,-0.382,NO,"group_rank(fnd6_xrent/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 30), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w66_d,zqY2Wqkd,4.11,2.71,1.4,0.4054,3.08,0.0356,2,0.9209,j23Pl0e5,3.575,j23Pl0e5,-0.865,NO,"group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sh_equity_median/assets, subindustry) + group_rank(fnd6_txtubxintis/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry) + rank(volume/ts_mean(volume, 60))"
w83_g,YP5900Qq,4.91,2.75,2.16,0.1958,1.79,0.0357,4,0.9218,e79PvPpE,3.795,0mR2K6lr,-1.045,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_sga_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
w116_c,P0ZLmLMp,4.98,2.79,2.19,0.1943,2.34,0.0332,4,0.922,akLp3pzW,3.443,e79PvPpE,-0.653,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume, 20)), range=""0.1, 1, 0.1""))"
w85_f,1Yx2pLpK,4.07,2.27,1.8,0.161,1.85,0.0403,4,0.9225,6Xr2eQaJ,3.795,0mR2K6lr,-1.525,NO,"trade_when(ts_rank(volume, 5) > 0.5, group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120)), -1)"
w121_b,N1QZX9mq,4.97,2.86,2.11,0.2129,2.73,0.0297,4,0.9238,akLp3pzW,3.058,akLp3pzW,-0.198,NO,"group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_lifr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(if_else(rank(ts_regression(rank(returns), rank(vec_avg(anl4_basicdetailrec_ratingvalue)), 120, lag=0, rettype=2))>0.6, -ts_av_diff(vec_avg(anl4_basicdetailrec_ratingvalue), 120), 0), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w116_g,RRVxxkoo,4.99,2.78,2.21,0.2033,2.6,0.0408,4,0.9252,kqVp6wnO,3.795,0mR2K6lr,-1.015,NO,"group_rank(fnd6_tstkc/assets, industry) + group_rank(fnd6_lifr/assets, industry) + group_rank(fnd6_cicurr/assets, industry) + group_rank(ts_av_diff(cash/assets, 45), industry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), industry) + group_rank(-ts_delta(close, 2), industry)"
w96_g,rK5MKJoJ,5.17,3.17,2.0,0.3628,3.45,0.0384,1,0.926,e79PvPpE,3.795,0mR2K6lr,-0.625,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 60), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 60), subindustry) + group_rank(-ts_delta(close, 20), subindustry) + rank(volume/ts_mean(volume, 250))"
w106_d,xAYpLX0b,4.83,2.85,1.98,0.2298,2.61,0.0363,4,0.9266,npKGgKLw,3.795,0mR2K6lr,-0.945,NO,"group_rank(fnd6_xintopt/assets, subindustry) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, subindustry) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 2), subindustry)"
w85_h,wpYvaEZp,4.3,2.38,1.92,0.1697,1.77,0.04,6,0.9276,6Xr2eQaJ,3.795,0mR2K6lr,-1.415,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-ts_delta(close, 10), subindustry) + rank(volume/ts_mean(volume, 120))"
o3_xopr_vwap_d14,blRjZzxM,4.6,2.45,2.15,0.1285,2.43,0.0429,14,0.9326,0mRwgR6k,3.102,O0rZ90n1,-0.652,NO,"group_rank(fnd6_xopr/assets, subindustry) + rank(-ts_delta(vwap, 2)) + rank(volume/ts_mean(volume, 60))"
w114_o,om6jXVml,5.32,3.05,2.27,0.2471,2.73,0.0239,4,0.9328,akLp3pzW,3.795,0mR2K6lr,-0.745,NO,"group_rank(fnd6_cicurr/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(fnd6_intc/assets, bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(-ts_delta(close, 2), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(ts_mean(volume*close, 20)), range=""0.1, 1, 0.1""))"
w2_s8_rev4,gJQjgO1Q,4.37,2.31,2.06,0.1104,2.05,0.0441,20,0.9338,0mRwgR6k,3.102,O0rZ90n1,-0.792,NO,"group_rank(-ts_delta(close, 4), subindustry) + group_rank(fnd6_xopr/assets, subindustry) + rank(volume/ts_mean(volume, 60))"
w102_h,rK5Mb8Za,5.06,3.1,1.96,0.3473,3.16,0.0355,1,0.9353,0mR2K6lr,3.795,0mR2K6lr,-0.695,NO,"group_rank(authorized_stock_buyback_amount/assets, subindustry) + group_rank(-annual_intangible_assets_net_carrying_value/assets, subindustry) + group_rank(-news_open_gap/close, subindustry) + group_rank(ts_av_diff(cash/assets, 45), subindustry) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), subindustry) + group_rank(-ts_delta(close, 10), subindustry)"
w109_c,RRVx896n,4.39,2.63,1.76,0.2393,2.05,0.0294,4,0.9353,npKGgKLw,3.575,j23Pl0e5,-0.945,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.05, 1, 0.05"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.05, 1, 0.05""))"
w109_d,58QKOAgJ,4.43,2.64,1.79,0.2375,2.07,0.0296,4,0.9365,npKGgKLw,3.575,j23Pl0e5,-0.935,NO,"group_rank(fnd6_xintopt/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(anl4_fs_detail_estimate_1qf_v4_nd_totassets_mean/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(-anl4_fs_detail_estimates_advanced_af_nd_capex_median/assets, bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(ts_av_diff(cash/assets, 45), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(ts_av_diff(cashflow_op/enterprise_value, 45), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(-ts_delta(close, 2), bucket(rank(cap), range=""0.2, 1, 0.2"")) + group_rank(volume/ts_mean(volume, 60), bucket(rank(cap), range=""0.2, 1, 0.2""))"
